Wall time,Step,Value
1685315662.0666132,2089,0.1649305522441864
1685315779.9705193,4054,0.17470723390579224
1685315900.9392872,6039,0.3784652352333069
1685316027.4902337,8159,0.45445165038108826
1685316139.4109328,10019,0.48864248394966125
1685316264.8137712,12103,0.5568618178367615
1685316385.359271,14104,0.5914999842643738
1685316507.746687,16125,0.5926361680030823
1685316616.5727973,17928,0.6221528053283691
1685316734.9081905,19871,0.6188144087791443
1685316844.1172557,21652,0.6178019642829895
1685316964.7326639,23659,0.6273390650749207
1685317086.3833666,25676,0.6242559552192688
1685317212.4269154,27793,0.6364898681640625
1685317329.188026,29763,0.622268795967102
1685317463.3420703,32032,0.6338459253311157
1685317589.242717,34156,0.6719338297843933
1685317721.9941916,36388,0.6770553588867188
1685317848.084789,38499,0.671015202999115
1685317977.6234155,40672,0.6862914562225342
1685318098.9612756,42703,0.6983481049537659
1685318216.0583582,44674,0.7003620266914368
1685318385.6962202,47574,0.7155818939208984
1685318512.751838,49664,0.7155172228813171
1685318631.954245,51629,0.7100305557250977
1685318754.4696307,53614,0.7255544066429138
1685318886.4962034,55734,0.7284787893295288
1685319001.8326128,57594,0.7318212389945984
1685319129.3067932,59678,0.7563279867172241
1685319252.100347,61679,0.7479062676429749
1685319375.8566372,63700,0.7619430422782898
1685319488.794872,65503,0.7795833349227905
1685319610.0665855,67446,0.7775773406028748
1685319722.2329729,69227,0.7878159880638123
1685319848.5265658,71234,0.7875499129295349
1685319976.120821,73251,0.7866753339767456
1685320111.9871447,75368,0.8011578321456909
1685320234.2572558,77338,0.7928099632263184
1685320376.9120595,79607,0.8023589253425598
1685320515.751819,81731,0.8205626010894775
1685320658.9872398,83963,0.828125
1685320795.0440578,86074,0.8170955777168274
1685320938.72318,88247,0.8226577043533325
1685321067.2613113,90278,0.8247349858283997
1685321188.640048,92249,0.8284425735473633
1685321365.0580192,95149,0.8393534421920776
1685321496.3600562,97239,0.8314774632453918
1685321623.5802279,99204,0.8294297456741333
1685321755.5659418,101189,0.8399067521095276
1685321891.3348496,103309,0.8401532769203186
1685322015.6799388,105169,0.8301747441291809
1685322151.2306933,107253,0.8430302143096924
1685322284.8811445,109254,0.838937520980835
1685322417.6745048,111275,0.8339418172836304
1685322538.134552,113078,0.8454166650772095
1685322665.490142,115021,0.8346005082130432
1685322782.9050927,116802,0.8433988690376282
1685322912.6562464,118809,0.8425024747848511
1685323043.4629862,120826,0.8402467966079712
1685323180.6833372,122943,0.845020055770874
1685323307.927007,124913,0.8385099172592163
1685323449.7059383,127182,0.8527061343193054
1685323585.2831113,129306,0.855755627155304
1685323725.7673323,131538,0.8597110509872437
1685323863.0929346,133649,0.8547497391700745
1685324001.8503096,135822,0.8634898662567139
1685324129.5458624,137853,0.8657236099243164
1685324252.6036236,139824,0.8638529181480408
1685324436.547286,142724,0.869461178779602
1685324572.1659136,144814,0.8622485399246216
1685324699.6608372,146779,0.8623663187026978
1685324826.929187,148764,0.8619581460952759
1685324961.4511893,150884,0.8612028360366821
1685325080.3673058,152744,0.8570564389228821
1685325212.2431996,154828,0.8645633459091187
1685325340.7929072,156829,0.8537812232971191
1685325468.329078,158850,0.8603032231330872
1685325584.2333605,160653,0.8602430820465088
1685325709.7443075,162596,0.8610180616378784
1685325824.6184,164377,0.8616924285888672
1685325952.7962658,166384,0.8657684922218323
1685326079.3334696,168401,0.859375
1685326215.4303057,170518,0.8676453232765198
1685326339.4919593,172488,0.860264241695404
1685326480.1557796,174757,0.8634535074234009
1685326614.4579182,176881,0.8767949342727661
1685326756.3357437,179113,0.8741879463195801
1685326890.534928,181224,0.8624584674835205
1685327026.3197327,183397,0.8712592124938965
1685327152.76247,185428,0.8696683645248413
1685327276.1785102,187399,0.8723323345184326
1685327454.1320252,190299,0.8837931156158447
1685327588.154546,192389,0.8695222735404968
1685327713.0871081,194354,0.8756682872772217
1685327837.7958312,196339,0.8756615519523621
1685327970.429963,198459,0.8753537535667419
1685328088.0390506,200319,0.8701276779174805
1685328218.3904693,202403,0.8741002678871155
1685328343.663259,204404,0.8711562752723694
1685328470.790201,206425,0.8670482635498047
1685328585.5212557,208228,0.8680208325386047
1685328710.833661,210171,0.8686211109161377
1685328825.9484155,211952,0.8750702142715454
1685328954.0367491,213959,0.8805513978004456
1685329085.8159907,215976,0.8681175708770752
1685329226.0259755,218093,0.8752362728118896
1685329350.3723216,220063,0.8664252758026123
1685329494.1184971,222332,0.8793265223503113
1685329628.7232335,224456,0.8796786665916443
1685329767.7525244,226688,0.8854726552963257
1685329902.6434176,228799,0.8744663000106812
1685330041.4414694,230972,0.8859058618545532
1685330170.737148,233003,0.8817184567451477
1685330296.1786432,234974,0.8804306387901306
1685330475.3518217,237874,0.8910344839096069
1685330609.7482047,239964,0.8824234008789062
1685330734.8435802,241929,0.8861061334609985
1685330862.1102197,243914,0.8765751123428345
1685330994.75211,246034,0.8861438632011414
1685331112.0654225,247894,0.875806450843811
1685331243.8608143,249978,0.8851367831230164
