Wall time,Step,Value
1685315662.1488848,2089,0.16836872696876526
1685315780.1627235,4054,0.16735051572322845
1685315901.1446185,6039,0.29324620962142944
1685316027.6764605,8159,0.4097140431404114
1685316139.631315,10019,0.4691700339317322
1685316265.0418763,12103,0.5123335719108582
1685316385.5487595,14104,0.5591891407966614
1685316507.884827,16125,0.5777152180671692
1685316616.7409084,17928,0.5886889696121216
1685316735.0613382,19871,0.6086512207984924
1685316844.2636292,21652,0.6223417520523071
1685316964.906087,23659,0.6279895305633545
1685317086.5082948,25676,0.6173152923583984
1685317212.602331,27793,0.6291479468345642
1685317329.3256755,29763,0.6326538920402527
1685317463.509111,32032,0.6363417506217957
1685317589.412302,34156,0.6506149768829346
1685317722.1987488,36388,0.6601002216339111
1685317848.2370944,38499,0.6712310314178467
1685317977.8353422,40672,0.6773541569709778
1685318099.1433067,42703,0.6731290221214294
1685318216.2551877,44674,0.6738330721855164
1685318385.8836563,47574,0.6848599314689636
1685318512.928186,49664,0.6890624761581421
1685318632.1490102,51629,0.6903546452522278
1685318754.6682904,53614,0.6908138990402222
1685318886.6864154,55734,0.6977225542068481
1685319002.0334682,57594,0.7131552696228027
1685319129.5026023,59678,0.7093254923820496
1685319252.2295928,61679,0.724918782711029
1685319376.0679922,63700,0.7300995588302612
1685319488.999952,65503,0.7315151691436768
1685319610.2041256,67446,0.7470728158950806
1685319722.3893936,69227,0.7557464241981506
1685319848.687638,71234,0.7566564083099365
1685319976.2658799,73251,0.7523317337036133
1685320112.1744246,75368,0.7601263523101807
1685320234.415858,77338,0.7629045248031616
1685320377.0950828,79607,0.7683175206184387
1685320515.9556117,81731,0.7796904444694519
1685320659.198341,83963,0.7871373891830444
1685320795.2196796,86074,0.7944250106811523
1685320938.8681593,88247,0.7999669313430786
1685321067.4263017,90278,0.7942900657653809
1685321188.85478,92249,0.797311007976532
1685321365.25955,95149,0.8030011057853699
1685321496.4965749,97239,0.8038651347160339
1685321623.7365668,99204,0.8047391772270203
1685321755.784355,101189,0.8035736680030823
1685321891.5073013,103309,0.8064342737197876
1685322015.843353,105169,0.8137348890304565
1685322151.3589082,107253,0.8074840903282166
1685322284.9846563,109254,0.8160216808319092
1685322417.835939,111275,0.8187701106071472
1685322538.3098629,113078,0.8185056447982788
1685322665.638303,115021,0.8247635960578918
1685322783.084322,116802,0.8293444514274597
1685322912.8000927,118809,0.8301725387573242
1685323043.634548,120826,0.8214938640594482
1685323180.8787591,122943,0.8253498673439026
1685323308.0999491,124913,0.8239609599113464
1685323449.901935,127182,0.8274432420730591
1685323585.5075579,129306,0.8328478336334229
1685323725.9597518,131538,0.8378066420555115
1685323863.2802393,133649,0.8407078981399536
1685324002.0153875,135822,0.8461157083511353
