Wall time,Step,Value
1684491622.4328048,260,0.25608474016189575
1684491860.1718378,505,0.33536118268966675
1684492133.5355117,753,0.42653730511665344
1684492426.6961997,1018,0.5364583134651184
1684492686.298178,1250,0.5764412879943848
1684492971.2921903,1510,0.6303635835647583
1684493247.487826,1760,0.7184664607048035
1684493524.5599468,2012,0.6977306604385376
1684493773.712199,2237,0.7326136827468872
1684494046.361395,2479,0.7654134035110474
1684494293.8214695,2701,0.7569779753684998
1684494570.704497,2951,0.8055065274238586
1684494851.1373835,3203,0.7814980149269104
1684495143.2430964,3467,0.8154592514038086
1684495407.4635022,3713,0.8058881759643555
1684495708.7110786,3996,0.8424107432365417
1684495997.9669292,4261,0.8442678451538086
1684496300.1458192,4540,0.8511520624160767
1684496583.9612641,4803,0.8014573454856873
1684496875.6751142,5074,0.861517608165741
1684497150.6977794,5327,0.9085131287574768
1684497416.79078,5573,0.8746638298034668
1684497808.0061586,5935,0.9019531011581421
1684498095.922446,6196,0.8661658763885498
1684498361.9709995,6441,0.8774814009666443
1684498634.268144,6689,0.8231476545333862
1684498924.6044369,6954,0.8888938426971436
1684499180.2865698,7186,0.888335108757019
1684499465.769827,7446,0.9033203125
1684499739.8684368,7696,0.8844348788261414
1684500017.7802014,7948,0.9166821837425232
1684500265.6139238,8173,0.9236537218093872
1684500534.3240614,8415,0.915820300579071
1684500780.294129,8637,0.8744317889213562
1684501054.6314294,8887,0.928978681564331
1684501329.4453373,9139,0.9059709906578064
1684501619.0867298,9403,0.8892637491226196
1684501891.390482,9649,0.9061219096183777
1684502198.452702,9932,0.9239537119865417
1684502491.8192084,10197,0.9223337173461914
1684502794.400953,10476,0.9253849387168884
1684503079.669131,10739,0.9039212465286255
1684503375.5987086,11010,0.9215689301490784
1684503649.1955462,11263,0.9056609869003296
1684503914.927719,11509,0.9230597019195557
1684504302.864151,11871,0.9413303136825562
1684504590.1135368,12132,0.9324368834495544
1684504857.303525,12377,0.8804911375045776
1684505133.387015,12625,0.9236705899238586
1684505425.552543,12890,0.8664624691009521
1684505680.0469906,13122,0.9235755801200867
1684505963.6967447,13382,0.916721761226654
1684506235.9704823,13632,0.9306797981262207
1684506510.8662577,13884,0.9603639841079712
1684506759.7591767,14109,0.9054478406906128
1684507027.801706,14351,0.8968587517738342
1684507272.5360825,14573,0.926970899105072
1684507547.05214,14823,0.9385080933570862
1684507824.4634874,15075,0.9363529086112976
1684508109.7395496,15339,0.9109404683113098
1684508375.3113346,15585,0.9330974817276001
1684508680.4487514,15868,0.9450055956840515
1684508975.0086365,16133,0.9418501257896423
1684509278.6870835,16412,0.8860535621643066
1684509562.9323318,16675,0.9282602071762085
1684509858.5149531,16946,0.9291045069694519
1684510132.2510653,17199,0.9022972583770752
1684510399.947641,17445,0.9178726673126221
1684510788.6165361,17807,0.9345486164093018
1684511076.4786556,18068,0.9192758202552795
1684511345.6057725,18313,0.9531890153884888
1684511618.9513404,18561,0.9167559146881104
1684511911.0527868,18826,0.9232954382896423
1684512167.9621203,19058,0.8998518586158752
1684512454.7814279,19318,0.9347205758094788
1684512732.9283924,19568,0.9432018399238586
1684513009.2151165,19820,0.9455140233039856
1684513254.2718763,20045,0.8958565592765808
1684513516.7288516,20287,0.9222981929779053
1684513763.2763114,20509,0.9401100873947144
1684514037.1438892,20759,0.9508726000785828
1684514310.739906,21011,0.9479631781578064
1684514594.1688511,21275,0.9154977798461914
1684514858.0356474,21521,0.966108500957489
1684515158.7305377,21804,0.9577845931053162
1684515452.0771687,22069,0.9195963740348816
1684515762.2186978,22348,0.9533514380455017
1684516051.9270697,22611,0.9336988925933838
1684516349.7769825,22882,0.9364505410194397
1684516626.623714,23135,0.9250372052192688
1684516897.008386,23381,0.9412781596183777
1684517288.1157067,23743,0.9464301466941833
1684517577.327292,24004,0.9058894515037537
1684517847.0946074,24249,0.9435354471206665
1684518122.0095992,24497,0.9527627229690552
1684518413.0201285,24762,0.9370561242103577
1684518671.486571,24994,0.9469457268714905
1684518957.260527,25254,0.9590444564819336
1684519236.5905054,25504,0.9406816959381104
1684519515.0449548,25756,0.9558996558189392
1684519764.0972784,25981,0.9696568250656128
1684520035.8613524,26223,0.9401204586029053
1684520281.4085054,26445,0.9124289751052856
1684520559.08003,26695,0.8988785147666931
1684520841.79184,26947,0.9657738208770752
1684521138.2057643,27211,0.9222153425216675
1684521413.0328944,27457,0.9397892951965332
1684521722.0182111,27740,0.9571707844734192
1684522018.2321036,28005,0.9433889389038086
1684522330.735365,28284,0.93775475025177
1684522622.3268278,28547,0.9269230961799622
1684522924.8531232,28818,0.9606168270111084
1684523206.475819,29071,0.9465680718421936
1684523481.4590933,29317,0.9245005249977112
1684523874.4773262,29679,0.9139105677604675
1684524163.7632375,29940,0.9575721025466919
1684524435.1466863,30185,0.9477298855781555
1684524714.3772836,30433,0.9473758935928345
1684525009.9199579,30698,0.938905656337738
1684525269.955006,30930,0.929569661617279
1684525558.5530148,31190,0.9298678040504456
1684525836.3486574,31440,0.9471710920333862
1684526117.8597047,31692,0.9327412247657776
1684526373.6699104,31917,0.8902587890625
1684526646.8602996,32159,0.9213216304779053
1684526895.8087397,32381,0.8941583633422852
1684527179.0773127,32631,0.9030210375785828
1684527463.0518234,32883,0.934756338596344
1684527758.6790574,33147,0.9596354365348816
1684528036.6111321,33393,0.9399974346160889
1684528351.1194212,33676,0.9323939681053162
1684528655.066006,33941,0.9392163753509521
1684528967.3089213,34220,0.9599043130874634
1684529257.9257941,34483,0.972581148147583
1684529562.7521102,34754,0.9293376803398132
1684529843.2040315,35007,0.9207434058189392
1684530118.3160186,35253,0.940381646156311
1684530514.8921785,35615,0.93017578125
1684530804.645838,35876,0.8977013230323792
1684531073.4671664,36121,0.9446881413459778
