Wall time,Step,Value
1684794384.7111278,260,0.34935396909713745
1684794699.0703397,505,0.4811251163482666
1684795018.401332,753,0.5009922981262207
1684795358.8322327,1018,0.55224609375
1684795657.7381086,1250,0.6869612336158752
1684795986.2157977,1510,0.6595101952552795
1684796300.651521,1760,0.7858020663261414
1684796619.3533716,2012,0.7716394066810608
1684796908.628286,2237,0.8178013563156128
1684797221.11596,2479,0.8055175542831421
1684797506.621936,2701,0.7603515386581421
1684797823.5252073,2951,0.860131025314331
1684798145.469954,3203,0.864707350730896
1684798479.476663,3467,0.8819099068641663
1684798789.9771106,3713,0.8956198692321777
1684799144.3733182,3996,0.8864118456840515
1684799487.7348528,4261,0.8914092183113098
1684799839.5729642,4540,0.9087692499160767
1684800169.7043195,4803,0.9385666847229004
1684800513.7588787,5074,0.9285652041435242
1684800832.9905188,5327,0.9040953516960144
1684801144.647376,5573,0.9111488461494446
1684801598.5172732,5935,0.9337782263755798
1684801932.261312,6196,0.9153996109962463
1684802242.3376782,6441,0.9466092586517334
1684802558.5499375,6689,0.9415795207023621
1684802893.6436703,6954,0.9181315302848816
1684803188.7633333,7186,0.9130859375
1684803517.5161371,7446,0.9177884459495544
1684803835.2629402,7696,0.9238753914833069
1684804155.1759691,7948,0.9318576455116272
1684804440.8203213,8173,0.9618443250656128
1684804747.8761275,8415,0.965283215045929
1684805031.0115776,8637,0.956835925579071
1684805351.2026892,8887,0.9451392292976379
1684805671.6839278,9139,0.9441189169883728
1684806005.407512,9403,0.9452237486839294
1684806320.0977519,9649,0.9339779615402222
1684806673.835166,9932,0.9671595692634583
1684807010.655161,10197,0.9270685315132141
1684807364.3730206,10476,0.9669950008392334
1684807698.1244388,10739,0.9419020414352417
1684808038.6844559,11010,0.9217584133148193
1684808357.2370327,11263,0.9538225531578064
1684808667.6081374,11509,0.984663188457489
1684809119.0445333,11871,0.9212673902511597
1684809451.2532878,12132,0.9644531011581421
1684809762.242196,12377,0.9229155778884888
1684810078.1241333,12625,0.94677734375
1684810416.2578304,12890,0.9484197497367859
1684810717.8426685,13122,0.9728414416313171
1684811050.338013,13382,0.962965726852417
1684811369.87776,13632,0.9312940835952759
1684811692.4428844,13884,0.978515625
1684811984.2417555,14109,0.9716796875
1684812297.222057,14351,0.9887532591819763
1684812588.154061,14573,0.9491654634475708
1684812908.2333546,14823,0.9510301351547241
1684813234.319672,15075,0.9693235158920288
