lr-AdamW,step,train_loss,train_acc_top1,train_acc_top5,train_acc_mean_pos,epoch,val_loss,val_acc_top1,val_acc_top5,val_acc_mean_pos
0.0003,0,,,,,,,,,
,49,2.7634315490722656,0.4619140625,0.6826171875,14.0986328125,0,,,,
,72,,,,,0,1.981398105621338,0.5780165195465088,0.8095160722732544,6.17491340637207
0.00027192549817311724,73,,,,,,,,,
,99,1.37895929813385,0.7109375,0.888671875,3.35546875,1,,,,
,145,,,,,1,1.1239500045776367,0.7741970419883728,0.92919921875,2.390625
